run,episode_id,step,pre_goal_distance_m,post_goal_distance_m,retry_count,final_parse_error,attempts_json,logged_v2_verdict,v2_reason,v2_blockers_json,relation_required,relation_satisfied,relation_missing_json,relation_unresolved,route_index,route_total,current_action,missing_evidence_json,route_complete,terminal_confirmed,goal_complete,target_direction,local_surface_depth_m,distance_satisfied,route_maturity_satisfied,instance_key,instance_streak,instance_reason,stop_outcome,terminal_recheck_hold,terminal_recheck_used,recheck_original_distance_m,action_code,candidate_id,command_distance_m,command_angle_rad,actual_displacement_m,prior_override,prior_gap,source_nav,evidence_line,command_line
instruction_two_stage_ep10_20260908_132650,602,10,4.547368049621582,5.589113712310791,,JSONDecodeError: Expecting value: line 1 column 1 (char 0),null,uncertain,Visual evidence is insufficient to verify the STOP proposal.,[],,,null,,0,4,Leave the bathroom and closet,"[""exit_state_transition_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,2,1.25,0.7330379486083984,1.249999980269996,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,2892,2912
instruction_two_stage_ep10_20260908_132650,1092,1,,6.96010160446167,,JSONDecodeError: Expecting value: line 1 column 1 (char 0),null,uncertain,Visual evidence is insufficient to verify the STOP proposal.,[],,,null,,0,3,Turn to face black door,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,11,2.0,5.393067359924316,2.0085351851904023,True,0.1961235678296429,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,2958,2978
instruction_two_stage_ep10_20260908_132650,1092,2,6.96010160446167,8.732511520385742,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['door on right']",[],,,null,,0,3,Turn to face black door,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,2,2.0,0.7330379486083984,2.0017199134582784,True,0.1258297520135273,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3015,3035
instruction_two_stage_ep10_20260908_132650,1092,3,8.732511520385742,10.737576484680176,,JSONDecodeError: Expecting value: line 1 column 1 (char 0),null,uncertain,Visual evidence is insufficient to verify the STOP proposal.,[],,,null,,0,3,Turn to face black door,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,0,2.0,5.916666507720947,1.9999995755517033,True,0.0724665997015318,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3072,3092
instruction_two_stage_ep10_20260908_132650,1092,4,10.737576484680176,9.823708534240723,,JSONDecodeError: Expecting value: line 1 column 1 (char 0),null,uncertain,Visual evidence is insufficient to verify the STOP proposal.,[],,,null,,0,3,Turn to face black door,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,5,2.0,2.3038344383239746,1.9708125540304675,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3129,3148
instruction_two_stage_ep10_20260908_132650,1092,5,9.823708534240723,11.529502868652344,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],,,null,,0,3,Turn to face black door,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,10,1.75,5.235987663269043,1.7499999967377815,True,0.1217007462150701,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3185,3205
instruction_two_stage_ep10_20260908_132650,1092,6,11.529502868652344,12.946515083312988,,,null,reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],,,null,,0,3,Turn to face black door,"[""predicate_not_satisfied""]",False,False,False,11,1.4407075345516205,True,True,,0,insufficient_instance_geometry,,,,,4,11,1.5,5.55014705657959,1.5000005831888077,True,0.058301591743244785,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3242,3262
instruction_two_stage_ep10_20260908_132650,1092,7,12.946515083312988,14.55668830871582,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],,,null,,0,3,Turn to face black door,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,10,1.75,5.235987663269043,1.750000882458385,True,0.01298348286671197,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3299,3320
instruction_two_stage_ep10_20260908_132650,1092,8,14.55668830871582,12.983552932739258,,JSONDecodeError: Expecting value: line 1 column 1 (char 0),null,uncertain,Visual evidence is insufficient to verify the STOP proposal.,[],,,null,,1,3,Walk forward,[],False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,10,1.75,5.13126802444458,1.7500007524625003,True,0.06447036916206333,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3357,3377
instruction_two_stage_ep10_20260908_132650,1092,9,12.983552932739258,11.629210472106934,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],,,null,,1,3,Walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,0,1.75,5.811946392059326,1.7500003058951052,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3414,3433
instruction_two_stage_ep10_20260908_132650,1092,10,11.629210472106934,10.433164596557617,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],,,null,,1,3,Walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,11,1.25,5.340707778930664,1.2499992310050823,True,0.013020483184906728,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3470,3491
instruction_two_stage_ep10_20260908_132650,748,1,,14.706872940063477,,,null,reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],,,null,,0,2,Go toward the house and through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,6,10.0,False,True,,0,insufficient_instance_geometry,,,,,4,7,2.5,3.1415927410125732,2.5006042533475914,True,0.012561002881555317,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3537,3557
instruction_two_stage_ep10_20260908_132650,748,2,14.706872940063477,12.50790023803711,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['dinning room table']",[],,,null,,0,2,Go toward the house and through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,1,2.25,0.5235986709594727,2.250005258507151,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3594,3613
instruction_two_stage_ep10_20260908_132650,748,3,12.50790023803711,12.252565383911133,,,null,allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],,,null,,0,2,Go toward the house and through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,10,8.868945837020874,False,True,748:terminal-instance:1,1,new_spatial_track,,,,,4,11,2.25,5.340707778930664,2.250050203371953,True,0.038023409573452016,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3650,3671
instruction_two_stage_ep10_20260908_132650,748,4,12.252565383911133,14.324050903320312,,,null,reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],,,null,,0,2,Go toward the house and through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,3,7.97669529914856,False,True,,0,insufficient_instance_geometry,,,,,4,10,2.25,5.026548385620117,2.2509388272902497,True,0.027997204888689675,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3708,3728
instruction_two_stage_ep10_20260908_132650,748,5,14.324050903320312,15.665884971618652,,,null,reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],,,null,,0,2,Go toward the house and through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,5,8.089439868927002,False,True,,0,insufficient_instance_geometry,,,,,4,2,2.25,0.8377575874328613,2.249999014911768,True,0.06674501546117378,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3765,3785
instruction_two_stage_ep10_20260908_132650,748,6,15.665884971618652,16.199190139770508,,,null,reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],,,null,,0,2,Go toward the house and through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,5,10.0,False,True,,0,insufficient_instance_geometry,,,,,4,2,2.5,0.8377575874328613,2.5005101640470944,True,0.058609300503282474,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3822,3842
instruction_two_stage_ep10_20260908_132650,748,7,16.199190139770508,15.64931869506836,,,null,allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],,,null,,0,2,Go toward the house and through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,3,4.50466126203537,False,True,748:terminal-instance:2,1,new_spatial_track,,,,,4,2,2.0,0.8377575874328613,2.0006510123278587,True,0.0027238885298885296,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3879,3900
instruction_two_stage_ep10_20260908_132650,748,8,15.64931869506836,13.481980323791504,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['dinning room table']",[],,,null,,0,2,Go toward the house and through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,4,2.25,1.675516128540039,2.2522952578075905,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3937,3956
instruction_two_stage_ep10_20260908_132650,748,9,13.481980323791504,13.344032287597656,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['dinning room table']",[],,,null,,0,2,Go toward the house and through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,2,2.25,0.8377575874328613,2.2500017131582424,True,0.03934221441328445,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,3993,4013
instruction_two_stage_ep10_20260908_132650,748,10,13.344032287597656,14.105169296264648,,,null,allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],,,null,,0,2,Go toward the house and through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,9,8.120315670967102,False,True,748:terminal-instance:3,1,new_spatial_track,,,,,4,0,2.25,6.02138614654541,2.2521334654823058,True,0.034514310328594616,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4050,4071
instruction_two_stage_ep10_20260908_132650,116,1,,4.53117561340332,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],,,null,,0,4,walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,8,1.25,3.9793508052825928,1.2499998132716288,True,0.12998967249856774,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4117,4137
instruction_two_stage_ep10_20260908_132650,116,2,4.53117561340332,3.2261033058166504,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],,,null,,0,4,walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,10,1.5,5.235987663269043,1.5000045845149401,True,0.08927530586892546,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4174,4194
instruction_two_stage_ep10_20260908_132650,116,3,3.2261033058166504,3.8836896419525146,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],,,null,,0,4,walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,0,1.75,5.9690260887146,1.7499981583549955,True,0.17973663781983765,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4231,4251
instruction_two_stage_ep10_20260908_132650,116,4,3.8836896419525146,5.087611198425293,,JSONDecodeError: Expecting value: line 1 column 1 (char 0),null,uncertain,Visual evidence is insufficient to verify the STOP proposal.,[],,,null,,0,4,walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,1,1.5,0.10471916198730469,1.5000045117551868,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4288,4307
instruction_two_stage_ep10_20260908_132650,116,5,5.087611198425293,3.4701108932495117,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],,,null,,0,4,walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,7,2.25,3.1415927410125732,2.25000676763278,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4344,4363
instruction_two_stage_ep10_20260908_132650,116,6,3.4701108932495117,3.4507124423980713,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],,,null,,0,4,walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,0,1.5,6.0737457275390625,1.4999949076604897,True,0.03983458174049004,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4400,4420
instruction_two_stage_ep10_20260908_132650,116,7,3.4507124423980713,3.1352078914642334,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],,,null,,0,4,walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,7,1.5,3.4033920764923096,1.5000014049118804,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4457,4477
instruction_two_stage_ep10_20260908_132650,116,8,3.1352078914642334,4.406012058258057,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],,,null,,0,4,walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,0,1.5,6.02138614654541,1.49999485820045,True,0.1561945393319564,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4514,4534
instruction_two_stage_ep10_20260908_132650,116,9,4.406012058258057,4.303544044494629,,JSONDecodeError: Expecting value: line 1 column 1 (char 0),null,uncertain,Visual evidence is insufficient to verify the STOP proposal.,[],,,null,,0,4,walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,4,2.25,1.675516128540039,0.6737173038490194,True,0.15358663174288256,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4571,4597
instruction_two_stage_ep10_20260908_132650,116,10,4.303544044494629,2.601768970489502,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],,,null,,0,4,walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,3,1.75,1.3089966773986816,1.6914202554746143,True,0.1425786797018674,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4634,4655
instruction_two_stage_ep10_20260908_132650,513,1,,6.092674255371094,,JSONDecodeError: Expecting value: line 1 column 1 (char 0),null,uncertain,Visual evidence is insufficient to verify the STOP proposal.,[],,,null,,0,1,Go into the living area with the fireplace,"[""effective_movement_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,5,1.75,2.251474380493164,1.7499996546682708,True,0.005428618610982816,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4701,4721
instruction_two_stage_ep10_20260908_132650,513,2,6.092674255371094,4.735865116119385,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['area between the two white sofas']",[],,,null,,0,1,Go into the living area with the fireplace,"[""enter_state_transition_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,2,2.0,0.8377575874328613,1.9999995217110356,True,0.12718073648665698,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4758,4778
instruction_two_stage_ep10_20260908_132650,513,3,4.735865116119385,4.231027603149414,,,null,allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],,,null,,0,1,Go into the living area with the fireplace,"[""room_observations_not_comparable""]",False,False,False,2,5.308038592338562,False,True,513:terminal-instance:1,1,new_spatial_track,,,,,4,2,2.0,0.7330379486083984,2.0000000332735364,True,0.07127090301248828,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4815,4837
instruction_two_stage_ep10_20260908_132650,513,4,4.231027603149414,3.880890130996704,,,null,allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],,,null,,1,1,,[],True,False,False,3,4.891080260276794,False,True,513:terminal-instance:2,1,new_spatial_track,reject,,,,4,2,1.75,0.6806783676147461,1.7500000830868379,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4874,4911
instruction_two_stage_ep10_20260908_132650,513,5,3.880890130996704,4.604579925537109,,,null,allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],,,null,,1,1,,[],True,False,False,3,4.39210057258606,False,True,513:terminal-instance:2,2,matched_terminal_track,reject,,,,4,0,1.75,5.864306449890137,1.75000025114441,True,0.034214639225558896,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,4948,4986
instruction_two_stage_ep10_20260908_132650,513,6,4.604579925537109,2.8558146953582764,,JSONDecodeError: Expecting value: line 1 column 1 (char 0),null,uncertain,Visual evidence is insufficient to verify the STOP proposal.,[],,,null,,1,1,,[],True,False,False,,,False,True,,0,insufficient_instance_geometry,reject,,,,4,5,1.75,2.1991147994995117,1.7499999723020248,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,5023,5061
instruction_two_stage_ep10_20260908_132650,513,7,2.8558146953582764,2.332953929901123,,,null,allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],,,null,,1,1,,[],True,False,False,5,2.294468581676483,True,True,513:terminal-instance:3,1,new_spatial_track,reject,,,,4,11,1.0,5.55014705657959,1.0000002283920064,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,5098,5135
instruction_two_stage_ep10_20260908_132650,513,8,2.332953929901123,2.873436689376831,,,null,reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=['area between the two white sofas']",[],,,null,,1,1,,[],True,False,False,3,4.326577186584473,False,True,,0,insufficient_instance_geometry,reject,,,,4,6,1.5,2.775073528289795,1.5000001514405805,True,0.04066523686383233,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,5172,5210
instruction_two_stage_ep10_20260908_132650,513,9,2.873436689376831,3.8289122581481934,,,null,allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],,,null,,1,1,,[],True,False,False,6,3.027261197566986,False,True,513:terminal-instance:4,1,new_spatial_track,reject,,,,4,0,2.25,5.811946392059326,2.2424830576837427,True,0.20415311282026255,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,5247,5286
instruction_two_stage_ep10_20260908_132650,513,10,3.8289122581481934,4.663258075714111,,,null,allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],,,null,,1,1,,[],True,False,False,6,3.8271325826644897,False,True,513:terminal-instance:4,2,matched_terminal_track,reject,,,,4,11,2.0,5.393067359924316,2.0000000891461047,True,0.10970339259752682,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,5323,5361
instruction_two_stage_ep10_20260908_132650,11,1,,8.823760986328125,,,null,reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],,,null,,0,1,Walk across the floor,"[""predicate_not_satisfied""]",False,False,False,5,2.7410441637039185,True,False,,0,insufficient_instance_geometry,,,,,4,2,2.25,0.5759587287902832,2.2499961067335756,True,0.056076580872769205,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,5407,5427
instruction_two_stage_ep10_20260908_132650,11,2,8.823760986328125,8.740385055541992,,,null,reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],,,null,,1,1,,[],True,False,False,,,False,False,,0,insufficient_instance_geometry,reject,,,,4,8,2.25,3.9269907474517822,2.2412354119467763,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,5465,5502
instruction_two_stage_ep10_20260908_132650,11,3,8.740385055541992,6.744319438934326,,,null,uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: generic_final_terms:archway.","[""generic_final_terms:archway""]",,,null,,1,1,,[],True,False,False,1,2.7140846848487854,True,False,11:terminal-instance:1,1,new_spatial_track,reject,,,,4,9,2.0,4.450589656829834,1.9999997934355527,True,0.02037520832818762,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,5539,5579
instruction_two_stage_ep10_20260908_132650,11,4,6.744319438934326,6.623468399047852,,,null,uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: generic_final_terms:archway.","[""generic_final_terms:archway""]",,,null,,1,1,,[],True,False,False,11,2.823211193084717,True,False,11:terminal-instance:2,1,new_spatial_track,reject,,,,4,10,2.25,5.183628082275391,2.250005733455026,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,5616,5654
instruction_two_stage_ep10_20260908_132650,11,5,6.623468399047852,4.914458274841309,,JSONDecodeError: Expecting value: line 1 column 1 (char 0),null,uncertain,Visual evidence is insufficient to verify the STOP proposal.,[],,,null,,1,1,,[],True,False,False,,,False,True,,0,insufficient_instance_geometry,reject,,,,4,5,2.25,2.3038344383239746,2.250006587089864,True,0.028473452242889052,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,5692,5730
instruction_two_stage_ep10_20260908_132650,11,6,4.914458274841309,2.8301994800567627,,,null,reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],,,null,,1,1,,[],True,False,False,9,2.901266396045685,True,True,,0,insufficient_instance_geometry,reject,,,,4,10,2.25,4.869468688964844,2.2499966725129474,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,5768,5806
instruction_two_stage_ep10_20260908_132650,11,7,2.8301994800567627,2.200965166091919,,,null,uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: generic_final_terms:archway.","[""generic_final_terms:archway""]",,,null,,1,1,,[],True,False,False,0,2.0017878711223602,True,True,11:terminal-instance:3,1,new_spatial_track,reject,,,,4,0,2.25,6.0737457275390625,2.0537668790086765,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,5844,5882
instruction_two_stage_ep10_20260908_132650,11,8,2.200965166091919,1.3163707256317139,,,null,uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: generic_final_terms:archway.","[""generic_final_terms:archway""]",,,null,,1,1,,[],True,False,False,6,2.806953787803651,True,True,11:terminal-instance:4,1,new_spatial_track,reject,,,,4,5,1.75,2.251474380493164,1.7499957056889632,True,0.07284561090759673,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,5919,5958
instruction_two_stage_ep10_20260908_132650,11,9,1.3163707256317139,3.5496604442596436,,JSONDecodeError: Expecting value: line 1 column 1 (char 0),null,uncertain,Visual evidence is insufficient to verify the STOP proposal.,[],,,null,,1,1,,[],True,False,False,,,False,True,,0,insufficient_instance_geometry,reject,,,,4,3,2.25,1.570796012878418,2.2500000050738183,True,0.15137833753614593,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,5995,6034
instruction_two_stage_ep10_20260908_132650,11,10,3.5496604442596436,5.495049476623535,,,null,reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],,,null,,1,1,,[],True,False,False,5,2.568986773490906,True,True,,0,insufficient_instance_geometry,reject,,,,4,0,2.0,5.916666507720947,1.9999998176390281,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_132650_train_navigation_20260908_132707.jsonl,6071,6108
instruction_two_stage_ep10_20260908_205014,244,1,,6.1225128173828125,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 600}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: before_min_steps:1<3, generic_final_terms:doorway.","[""before_min_steps:1<3"", ""generic_final_terms:doorway""]",True,True,[],False,0,3,Go through the door,"[""verifier_not_implemented:cross""]",False,False,False,1,1.9564368426799774,True,True,244:terminal-instance:1,1,new_spatial_track,,,,,4,3,2.5,1.0995569229125977,0.9302688724418695,True,0.21084391433715208,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,34,55
